Eval num episodes,Eval avg final dist,Eval success ratio,Eval success ratio_left,Eval success ratio_right,Eval n_left,Eval n_right,Eval final puck distance Mean,Eval final puck distance Std,Eval final puck distance Max,Eval final puck distance Min,Eval final endeff distance Mean,Eval final endeff distance Std,Eval final endeff distance Max,Eval final endeff distance Min,Eval puck movement Mean,Eval puck movement Std,Eval puck movement Max,Eval puck movement Min,Eval endeff movement Mean,Eval endeff movement Std,Eval endeff movement Max,Eval endeff movement Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.12853130816959213,0.0,nan,nan,0,0,0.12853130816959213,0.06309840657686158,0.2995006382227072,0.06245919652259089,0.23866568412358594,0.057255659237962025,0.4050667476632394,0.20007760111790407,0.0115114654203303,0.02079710252587891,0.09923043099809839,4.494557880080261e-08,0.18671769796721674,0.0069358657985671215,0.1948930749331148,0.17232738602038464,0,0,14.972087860107422,14.972094297409058,0,0,0,0,0
50,0.1061766552575638,0.08,nan,nan,0,0,0.1061766552575638,0.05221926062805746,0.3178733926163837,0.04004867069308381,0.06935438403997121,0.090734319249255,0.3838911483559639,0.005208889876144433,0.0023867123311543978,0.007439205498891498,0.03728953876049166,9.486097385476078e-07,0.04937241098545241,0.0461417186871483,0.1743838648015485,0.0023780948258224233,4.301557038289356,2.1135702962472123,2.187986677257092,4.35494299951262,2.1466441196301513,2.2082987845590902,10000,233.67478036880493,248.64689016342163
50,0.08894151809530998,0.12,nan,nan,0,0,0.08894151809530998,0.04492495317775591,0.2813181657727994,0.012322661269412087,0.07428442628451624,0.07614401715067749,0.33851907145538707,0.005276672701898492,0.021447309079784486,0.04140519740419789,0.16753107913061197,8.290765289813161e-07,0.05762239653236488,0.048019269269557435,0.17020875512502742,0.004346332726137662,4.204222599925567,2.050644449216483,2.1535780710989894,4.2592549886671245,2.073592779627865,2.185662184721173,20000,250.91525864601135,499.5621590614319
50,0.08334001635581365,0.16,nan,nan,0,0,0.08334001635581365,0.04397993639639783,0.27180009231097446,0.019529207852258416,0.08065282900181135,0.09937758717740068,0.35119446678288746,0.004969484877457788,0.04208210198962152,0.06765828353149599,0.22094569148704055,6.657637429824939e-07,0.08032539825145603,0.06568695894673732,0.19408959683098845,0.0014988244090035029,4.118105509685766,1.9986997067050345,2.119405804020169,4.210561970738744,2.045436599314133,2.1651254854356345,30000,249.36475205421448,748.9269213676453
50,0.0856775767706577,0.06,nan,nan,0,0,0.0856775767706577,0.031896558522803056,0.24723366020381135,0.03321131229287891,0.07817763925691215,0.09421678213089973,0.31751694733498165,0.005222673524418283,0.023653962862399534,0.055091109897005594,0.1866596893982366,2.683314912291618e-07,0.07679663622828102,0.07365008568091823,0.19452218990040696,0.0008169051926324981,4.110367377677419,1.988389246644033,2.121978079122925,4.19059626467632,2.0453022891069335,2.1452939601543255,40000,249.85344099998474,998.7803721427917
50,0.1042053695572697,0.04,nan,nan,0,0,0.1042053695572697,0.06295655741157247,0.3553347965083158,0.03458158071040856,0.10298480535821034,0.11119346604559008,0.4051942591602246,0.005794905908676655,0.04588545483553391,0.08142953611130334,0.25987020643204867,1.6996530632989273e-07,0.09050335124281833,0.06987324566781854,0.19606708231657416,8.693793207193363e-10,4.129532234658858,2.007676052812501,2.121856142232285,4.170443038627377,2.0230758228661045,2.1473673044022243,50000,250.17353749275208,1248.9539189338684
50,0.07245619551560742,0.34,nan,nan,0,0,0.07245619551560742,0.02991701422092322,0.12962532233933943,0.03007906903519862,0.07893217754447794,0.08706837460202056,0.21844782231036602,0.005034530415542808,0.06836104299574179,0.06684831085274727,0.17078580930737225,2.4037179388458035e-07,0.11128369371822328,0.06680947140560192,0.19663804164632462,0.00018181803699336062,4.102291813883576,1.985401573349475,2.1168903976154807,4.145265041114542,2.00559316892705,2.139671930683234,60000,250.18522143363953,1499.1391501426697
50,0.07338556867447718,0.42,nan,nan,0,0,0.07338556867447718,0.060392771619422886,0.26536560842182955,0.004166740269671318,0.07664500100424593,0.08260847471271554,0.32281333176104443,0.00503299814313361,0.07194294153116773,0.060847028450921076,0.2119008462781543,5.114627369490278e-07,0.07701844617307722,0.054685883803830077,0.19572933431742973,0.00023320692907752866,4.118276830794556,1.9948123576445025,2.123464506034278,4.1358677109725575,2.008681377242692,2.1271862628127227,70000,252.1877248287201,1751.3268842697144
50,0.08621262691482905,0.28,nan,nan,0,0,0.08621262691482905,0.05886702447889722,0.31677576477044445,0.0019274926981763898,0.06421768750241993,0.08677096582286337,0.3954337381756999,0.005168740654781185,0.07256485261441493,0.0697009036898479,0.25144090576203015,6.694896587987908e-07,0.08190619149465936,0.06154332201369338,0.19512665594951045,7.927779001814142e-10,4.115392096694612,1.9929805709985169,2.122411442337549,4.144653401145022,2.009126754551903,2.1355266807622013,80000,251.30530214309692,2002.632197380066
50,0.06378973626396128,0.46,nan,nan,0,0,0.06378973626396128,0.04304687795602955,0.3184782535578713,0.015270711582925518,0.03414580692559068,0.057105908235159354,0.3663857210775192,0.00520456040936197,0.09191492767181546,0.07075935068056474,0.2127026503094832,8.784013400676212e-07,0.08146268482013994,0.057782705834450214,0.18099294282970727,4.34009134448438e-10,4.131242999524187,1.997611150620379,2.1336318218856167,4.127533637618972,1.9959511993646988,2.131582411679689,90000,252.6422529220581,2255.274460554123
