Eval num episodes,Eval avg final dist,Eval success ratio,Eval final door distance Mean,Eval final door distance Std,Eval final door distance Max,Eval final door distance Min,Eval min door distance Mean,Eval min door distance Std,Eval min door distance Max,Eval min door distance Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.3623388185925954,0.08,0.3623388185925954,0.24055067305241365,0.7840751853842322,0.003897245160390821,0.3623388185925954,0.24055067305241365,0.7840751853842322,0.003897245160390821,0,0,7.573342561721802,7.573344945907593,0,0,0,0,0
50,0.22419879108339621,0.18,0.22419879108339621,0.15199804470839443,0.5668198677099517,0.011304537826203165,0.0867761730306558,0.08616633231184075,0.3071798526126713,0.0006058550964804787,6.489976587702618,3.2394478340819846,3.2505288128842444,6.6746692986075855,3.334584066091316,3.3400852406577677,10000,170.37236261367798,177.9457128047943
50,0.1787286995797723,0.38,0.1787286995797723,0.16781787473468857,0.514976335317082,0.0010240763119161104,0.1064015914182075,0.16565775198954738,0.5147525220367484,0.0006276354023497521,6.333335763587717,3.155072597724133,3.1782631473060188,6.544376784113898,3.27325678311629,3.271120040932424,20000,184.30189085006714,362.24760699272156
50,0.2652389126904176,0.34,0.2652389126904176,0.244484947180442,0.8122417474843326,0.005590457966423212,0.15442779832515555,0.2504338572584506,0.8122417474843326,1.9723596359488837e-05,6.230958036573917,3.1008057676557765,3.130152350887004,6.473389285538085,3.2334055536499573,3.2399837591642076,30000,184.26223397254944,546.5098443031311
50,0.25065821175171676,0.22,0.25065821175171676,0.23256150753298319,0.7192199570671794,0.007054054025054254,0.17797028441728188,0.2024611558741139,0.6412468589207782,0.0045336314845365044,6.198721539928337,3.085378116185473,3.1133433445616565,6.403853756271286,3.1979881514806765,3.20586565545938,40000,184.94977521896362,731.459623336792
50,0.14979020086162864,0.38,0.14979020086162864,0.19363693403192805,0.6853630031956306,0.0034754979737601777,0.09908949718989932,0.1578340900506036,0.5488283327770547,3.1937524766600944e-05,6.184988013663363,3.083221835213212,3.101766248648061,6.326034149800734,3.1539033262351057,3.1721308491788465,50000,185.51322531700134,916.972852230072
50,0.09752703706903025,0.4,0.09752703706903025,0.13214206592640398,0.8032477829612604,0.0015058412654139763,0.05029167156066609,0.13224778241114413,0.7850106086626427,0.00022159312652791918,6.111826857670395,3.0393433178364533,3.0724836859420828,6.277032727365205,3.1311486110193885,3.1458840148503344,60000,184.50465059280396,1101.4775071144104
50,0.0919859189378022,0.6,0.0919859189378022,0.11671456908729919,0.44186554249943777,0.0007179695353559945,0.07228177751901708,0.116004366255237,0.39736855811330946,9.348767567132765e-05,6.094089023943646,3.0352563671818715,3.0588326434984685,6.22422403366761,3.102793184397951,3.1214308034244573,70000,184.98813486099243,1286.4656455516815
50,0.0806316761274527,0.6,0.0806316761274527,0.10067489361820688,0.4591833081160359,0.001534735537815024,0.018933258188195433,0.06405650831067064,0.4591828736311736,2.1331530685342326e-05,6.060841373096043,3.015386237555354,3.04545512561329,6.216590413368028,3.096857000904959,3.1197333575416195,80000,184.69624280929565,1471.1618916988373
50,0.10786566411891849,0.62,0.10786566411891849,0.1332608323856362,0.4801519237879018,0.0017026351963381758,0.011223229257198208,0.010443961208067242,0.05497832750807519,0.00018646147486930942,6.029157824912689,3.0022533214171863,3.0269044613623226,6.200848850650126,3.0940757854346983,3.1067732239325894,90000,185.44851779937744,1656.6104140281677
50,0.17799075992148453,0.44,0.17799075992148453,0.19435467395464584,0.6974842530748395,0.004860406966966352,0.1371675847053588,0.19248826463447624,0.5817933711992022,4.8328982241219176e-05,6.077352141186055,3.0229970050714385,3.0543551459044758,6.122129516030549,3.0494007877359097,3.072728710725402,100000,185.3798530101776,1841.9902703762054
50,0.09007555355048723,0.54,0.09007555355048723,0.11876052087089513,0.5143574071363708,0.0027348609709189936,0.04306364264039439,0.11115417412598978,0.4893185865037897,2.5955363496574235e-05,5.973294340528742,2.9728428934119804,3.0004514797282438,6.136199814066966,3.058897896567275,3.0773019734527893,110000,184.8390245437622,2026.8292982578278
50,0.10052520776329167,0.4,0.10052520776329167,0.10106440929204624,0.36120434366807347,2.1565463356965076e-05,0.04054526306824169,0.05012905845639023,0.18531667858297585,2.1565463356965076e-05,5.981496075242395,2.9765750301485427,3.0049211021943147,6.116859804658251,3.051997607677647,3.0648622046059573,120000,185.00225234031677,2211.831554412842
50,0.13583185472440093,0.38,0.13583185472440093,0.1687180579394782,0.7996806520778555,0.004669879138190947,0.05130065271380257,0.12160618543663809,0.6619679421480225,0.00019166017572402883,5.949748486446939,2.9579285272089018,2.9918199434327284,6.116054501861801,3.050250671772469,3.065803945237171,130000,184.78175449371338,2396.6133127212524
50,0.14358635662372285,0.56,0.14358635662372285,0.19304065512347554,0.624373928837819,0.0010710583980400035,0.09114589839636253,0.18695096960521707,0.6226033316081219,7.600162721121961e-05,5.950368827021973,2.962804409220152,2.987564516253058,6.082532401409757,3.0315880881904453,3.0509443469392723,140000,185.6370611190796,2582.2503774166107
50,0.22538820968744414,0.44,0.22538820968744414,0.23918288952466446,0.7009501952537927,0.0016515401236383287,0.1759226338813737,0.22150596095847805,0.5715515065026415,0.000761202939606076,5.97131153689894,2.972865532552476,2.9984459638314456,6.1240629894522565,3.052202395903256,3.0718605753476877,150000,184.47877645492554,2766.7291576862335
50,0.15400703350285633,0.5,0.15400703350285633,0.17276362057988615,0.48549363101094983,3.121976632436407e-05,0.12560313449817473,0.16609666070800053,0.48200538451911856,1.1848458650709492e-05,5.951293711649522,2.956922232253106,2.9943714688757757,6.119764200419452,3.0492152337152643,3.070549042573031,160000,184.3614227771759,2951.090584039688
50,0.3059662937116439,0.34,0.3059662937116439,0.2653791927725657,0.7894026995054036,0.0010264089388412057,0.26642119892879157,0.2489853320898605,0.6428808039214882,4.468961936809901e-05,5.967048228187938,2.969272733112539,2.997775648991172,6.053652657608064,3.01707784308723,3.0365748677124804,170000,184.05126404762268,3135.141851425171
50,0.28190208595686883,0.3,0.28190208595686883,0.23998172902973075,0.7776807886284017,0.0005125573715378251,0.2639230320175492,0.23123325677100168,0.7169418219703838,1.4533409643496809e-05,5.93839557021092,2.9532756564882554,2.9851198695241035,6.031067055890742,2.9998535131369843,3.031213581145839,180000,184.725652217865,3319.8675072193146
50,0.38479568123622654,0.06,0.38479568123622654,0.24793668091805054,0.8252809558542674,0.04068291908574434,0.37819198485717853,0.2568388938894189,0.8252809558542674,0.001150714123254841,5.976804266157022,2.972599471429384,3.004204850191539,6.065116555160743,3.0241320317776603,3.0409845210636703,190000,184.09278345108032,3503.960294008255
